ID	Name	Category	Type	Components	Marinobacter_sp_ES_048	Marinobacter_adhaerens_HP15	Marinobacter_adhaerens_strain_PBVC038	Marinobacter_algicola_DG893	Marinobacter_antarcticus_CGMCC1_10835	Marinobacter_aromaticivorans_strain_D15_8P	Marinobacter_daepoensis_DSM_16072	Marinobacter_dagiaonensis_CGMCC_1_9167	Marinobacter_sp_EN3	Marinobacter_sp_ES_1	Marinobacter_sp_EVN1	Marinobacter_excellens_HL_55	Marinobacter_excellens_LAMA_842	Marinobacter_flavimaris	Marinobacter_guaonensis_CGCC_1_6294	Marinobacter_guineae_strain_M3B	Marinobacter_hydrocarbonoclasticus_ASM1536	Marinobacter_hydrocarbonoclasticus_ATCC_49840	Marinobacter_hydrocarbonoclasticus_STW2	Marinobacter_lipoliticus_BF04_CF_4	Marinobacter_lipolyticus_SM19	Marinobacter_lutaoensis_T5054	Marinobacter_sp_LV10R510_8	Marinobacter_manganoxydans_MnI7_9	Marinobacter_mobilis_GCMCC_1_7059	Marinobacter_nanhaiticus_D15_8W	Marinobacter_nitrareduscens_AK21	Marinobacter_pelagius_CGMCC_1_6775	Marinobacter_persicus_IBRC_M_10445	Marinobacter_psychrophilus_20041	Marinobacter_salarius_SMR5	Marinobacter_salexigens_strain_HJR7	Marinobacter_salinus_Hb8	Marinobacter_santoriniensis_NKSG1	Marinobacter_segnicrescens_CGMCC_1_6489	Marinobacter_sp_AC_23	Marinobacter_sp_ANT_B65	Marinobacter_sp_BSs20148	Marinobacter_sp_C18	Marinobacter_sp_C1S70	Marinobacter_sp_CP1	Marinobacter_sp_CPC8	Marinobacter_sp_DG879	Marinobacter_sp_DSM_26291	Marinobacter_sp_DSM_26671	Marinobacter_sp_EhC06	Marinobacter_sp_EhN04	Marinobacter_sp_ELB17	Marinobacter_sp_ES_042	Marinobacter_sp_FDB33	Marinobacter_sp_IN6	Marinobacter_sp_LQ44	Marinobacter_sp_LV10MA510_1	Marinobacter_sp_LV10R510_11A	Marinobacter_sp_LV10R520_4	Marinobacter_sp_LVR2A5A20	Marinobacter_sp_MCTG268	Marinobacter_sp_N4	Marinobacter_sp_P4B1	Marinobacter_sp_PWS21	Marinobacter_zhejiangensis_CGMCC_1_7061
M00333	Type_IV_secretion_system	Bacterial_secretion_system	Complex	6	0	16.7	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00334	Type_VI_secretion_system	Bacterial_secretion_system	Complex	13	0	100	15.4	100	100	100	100	0	100	100	92.3	92.3	100	15.4	100	0	100	100	100	7.7	100	100	100	100	92.3	100	100	15.4	0	7.7	100	100	0	100	0	100	100	15.4	100	100	100	100	15.4	100	100	100	100	100	15.4	100	100	100	15.4	100	15.4	100	100	100	100	15.4	92.3
M00335	Sec_(secretion)_system	Bacterial_secretion_system	Complex	8..9	100	100	100	100	88.9	100	100	100	88.9	88.9	100	100	100	100	88.9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	77.8	100	100	100	77.8	88.9	100	100	100	100	100	100	88.9	100	100	100	100	100	100	100	100	100	88.9	100	88.9	100	100	100	100	100
M00336	Twin-arginine_translocation_(Tat)_system	Bacterial_secretion_system	Complex	2	100	100	100	100	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00429	Competence-related_DNA_transformation_transporter	Bacterial_secretion_system	Complex	8	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	37.5	25	25	25	25	25	12.5	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
M00360	Aminoacyl-tRNA_biosynthesis_prokaryotes	Aminoacyl_tRNA	FuncSet	18	100	100	100	94.4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.4	100	100	100	100	100	100	100	100	100	100	100	100	100
M00359	Aminoacyl-tRNA_biosynthesis_eukaryotes	Aminoacyl_tRNA	FuncSet	20	90	90	90	85	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	85	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	85	90	90	90	90	90	90	90	90	90	90	90	90	90
M00362	Nucleotide_sugar_biosynthesis_prokaryotes	Nucleotide_sugar	FuncSet	7	85.7	85.7	85.7	71.4	85.7	57.1	71.4	71.4	85.7	71.4	85.7	71.4	71.4	85.7	85.7	71.4	71.4	71.4	71.4	85.7	71.4	71.4	85.7	71.4	71.4	85.7	71.4	71.4	71.4	85.7	71.4	71.4	71.4	85.7	71.4	57.1	71.4	85.7	71.4	85.7	85.7	85.7	71.4	71.4	71.4	85.7	85.7	71.4	71.4	85.7	71.4	85.7	71.4	85.7	85.7	85.7	85.7	85.7	85.7	85.7	71.4
M00361	Nucleotide_sugar_biosynthesis_eukaryotes	Nucleotide_sugar	FuncSet	6	66.7	66.7	66.7	50	50	50	50	50	66.7	66.7	66.7	50	66.7	66.7	50	50	50	66.7	50	50	50	50	66.7	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	66.7	50	50	50	50	50	50	50	50	66.7	50	50	50	50	50	50	50	50	66.7	50
M00434	PhoR-PhoB_(phosphate_starvation_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00443	SenX3-RegX3_(phosphate_starvation_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	50	0	0	0	0	50	0	0	0	0	0	0	0	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50
M00444	PhoQ-PhoP_(magnesium_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	50	50	50	50	50	50	50	0	0	0	0	50	50	50	0	0	0	50	0	50	50	50	100	50	50	50	50	50	0	50	50	50	50	50	50	50	0	0	0	50	0	50	0	50	50	50	0	50	50	0	50	0	50	0	50	0	50	50	50	50
M00445	EnvZ-OmpR_(osmotic_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	50	50	50	0	0	0	50	0	0	0	0	0	50	50	50	0	0	0	0	0	50	0	50	0	50	50	50	50	0	50	0	50	100	0	0	0	0	50	0	50	50	50	50	50	50	50	0	50	50	50	0	0	0	0	0	50	50	0	0	50
M00446	RstB-RstA_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	100	100	100	100	50	100	50	100	100	100	100	100	100
M00447	CpxA-CpxR_(envelope_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50	50	50	50	50	0	50	50	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	100	50	50	50	50	50	50	50	50	50	100	50	50	50	50	100	0	100	0	50	50	50	50	50
M00448	CssS-CssR_(secretion_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00449	CreC-CreB_(phosphate_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00450	BaeS-BaeR_(envelope_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00451	BasS-BasR_(antimicrobial_peptide_resistance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
M00452	CusS-CusR_(copper_tolerance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	50	0	0	0	0	50	0	100	0	0	0	0	0	0	0	0	50	0	50	0	50	50	0	0	100	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	50	0	0	0	50	0	50	0	0	0	0	50
M00453	QseC-QseB_(quorum_sensing)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	0	100	100	100	0	100	100	100	0	100	100	100	100	100	100	0	100	100	100	50	100	100	100	100	100	100	100	0	100	100	100	100	50	100	100	100	100	100	0	0	0	100	100	100	100	100	0	100	50	100	50	100	100	50	100	100	100	100
M00454	KdpD-KdpE_(potassium_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	50	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
M00455	TorS-TorR_(TMAO_respiration)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00456	ArcB-ArcA_(anoxic_redox_control)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00457	TctE-TctD_(tricarboxylic_acid_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
M00458	ResE-ResD_(aerobic_and_anaerobic_respiration)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00459	VicK-VicR_(cell_wall_metabolism)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
M00460	MprB-MprA_(maintenance_of_persistent_infection)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
M00461	MtrB-MtrA_(osmotic_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00462	PrrB-PrrA_(intracellular_multiplication)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00463	TrcS-TrcR_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00464	NrsS-NrsR_(nickel_tolerance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00465	ManS-ManR_(manganese_homeostasis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00466	NblS-NblR_(photosynthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00467	SasA-RpaAB_(circadian_timing_mediating)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00468	SaeS-SaeR_(staphylococcal_virulence_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00469	BceS-BceR_(bacitracin_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00470	YxdK-YxdJ_(antimicrobial_peptide_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00471	NarX-NarL_(nitrate_respiration)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	0	100	0	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	0	0	100	100	100	100	100	100	100	100	0	100	100	100	0	100	100	100	0	100	100	0	100	0	100	100	100	100	0	100	100	100	100	100	100	100	50	100	100	100	100
M00472	NarQ-NarP_(nitrate_respiration)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00473	UhpB-UhpA_(hexose_phosphates_uptake)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	50	50	0	0	50	50	0	0	0	50	50	50	0	50	0	0	50	50	0	0	100	0	0	0	50	0	0	0	0	50	0	0	0	0	50	50	0	50	0	0	50	50	0	50	50	50	0	0	50	0	50	50	0	50	0	50	0	50	0	50
M00474	RcsC-RcsD-RcsB_(capsule_synthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00475	BarA-UvrY_(central_carbon_metabolism)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00476	ComP-ComA_(competence)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00477	EvgS-EvgA_(acid_and_drug_tolerance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	50	50	50	50	50	0	50	0	0	0	0	0	50	50	50	0	0	0	0	50	50	50	50	50	0	50	50	0	0	50	50	50	50	50	50	50	0	50	0	50	50	50	50	50	50	50	0	0	50	50	0	0	50	0	50	50	50	0	50	50
M00478	DegS-DegU_(multicellular_behavior_control)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00479	DesK-DesR_(membrane_lipid_fluidity_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00480	VraS-VraR_(cell-wall_peptidoglycan_synthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00481	LiaS-LiaR_(cell_wall_stress_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00482	DevS-DevR_(redox_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00483	NreB-NreC_(dissimilatory_nitrate/nitrite_reduction)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00484	YdfH-YdfI_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00485	KinABCDE-Spo0FA_(sporulation_control)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	7	0	0	0	0	0	0	0	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00486	CitA-CitB_(citrate_fermentation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00487	CitS-CitT_(magnesium-citrate_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00488	DcuS-DcuR_(C4-dicarboxylate_metabolism)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00489	DctS-DctR_(C4-dicarboxylate_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00490	MalK-MalR_(malate_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00492	LytS-LytR_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00493	AlgZ-AlgR_(alginate_production)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00494	NatK-NatR_(sodium_extrusion)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00495	AgrC-AgrA_(exoprotein_synthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00812	AgrC2-AgrA2_(virulence_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00496	ComD-ComE_(competence)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00497	GlnL-GlnG_(nitrogen_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00498	NtrY-NtrX_(nitrogen_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	50	50	0	0	0	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	50	50	0	0	0	0	0	50	0	50	0	0	0	0	0	50	0	0	0	0	50	0	50	0	0	0
M00499	HydH-HydG_(metal_tolerance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	50	0	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	50
M00500	AtoS-AtoC_(cPHB_biosynthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	50	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	50	0	0	0	0	0	0	50	0	0	0
M00501	PilS-PilR_(type_4_fimbriae_synthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00502	GlrK-GlrR_(amino_sugar_metabolism)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	50	0	50	50	0	50	50	50	50	50	0	0	0	50	50	50	0	0	0	0	0	0	0	0	0	50	0	50	50	0	0	50	50	50	0	50	50	0	50	0	50	0	0	0	0	0	0	0	50	0	0	0	0	50	0	50	50	0
M00503	PgtB-PgtA_(phosphoglycerate_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
